year,reporting_state,consulate_country,income_group,region,apps,issued,not_issued,refusal_rate
2005,Denmark,Vietnam,Lower middle income,East Asia & Pacific,1085,966,113,0.10472659870250231
2005,Denmark,Syrian Arab Republic,Low income,Middle East & North Africa,1069,647,385,0.37306201550387597
2005,Denmark,Bosnia and Herzegovina,Upper middle income,Europe & Central Asia,1067,974,83,0.07852412488174078
2005,Denmark,Switzerland,High income,Europe & Central Asia,996,995,1,0.001004016064257028
2005,Denmark,Ghana,Lower middle income,Sub-Saharan Africa,972,848,86,0.09207708779443255
2005,Denmark,Bulgaria,Upper middle income,Europe & Central Asia,873,690,169,0.19674039580908032
2005,Denmark,Algeria,Lower middle income,Middle East & North Africa,872,723,65,0.08248730964467005
2005,Denmark,Ukraine,Lower middle income,Europe & Central Asia,703,375,218,0.3676222596964587
2005,Denmark,Singapore,High income,East Asia & Pacific,569,565,1,0.0017667844522968198
2005,Denmark,United Arab Emirates,High income,Middle East & North Africa,527,485,28,0.05458089668615984
2005,Denmark,Saudi Arabia,High income,Middle East & North Africa,445,426,4,0.009302325581395349
2005,Denmark,Bangladesh,Lower middle income,South Asia,435,402,23,0.05411764705882353
2005,Denmark,Uganda,Low income,Sub-Saharan Africa,407,342,56,0.1407035175879397
2005,Denmark,Burkina Faso,Low income,Sub-Saharan Africa,372,239,111,0.3171428571428571
2005,Denmark,Morocco,Lower middle income,Middle East & North Africa,351,157,178,0.5313432835820896
2005,Denmark,Kenya,Lower middle income,Sub-Saharan Africa,347,276,66,0.19298245614035087
2005,Denmark,Iraq,Upper middle income,Middle East & North Africa,287,55,78,0.5864661654135338
2005,Denmark,Canada,High income,North America,285,273,5,0.017985611510791366
2005,Denmark,Estonia,High income,Europe & Central Asia,239,227,12,0.0502092050209205
2005,Denmark,Tanzania,Lower middle income,Sub-Saharan Africa,239,223,16,0.06694560669456066
2005,Denmark,Nepal,Lower middle income,South Asia,211,200,5,0.024390243902439025
2005,Denmark,Benin,Lower middle income,Sub-Saharan Africa,208,119,72,0.3769633507853403
2005,Denmark,Nicaragua,Lower middle income,Latin America & Caribbean,180,173,6,0.0335195530726257
2005,Denmark,Mexico,Upper middle income,Latin America & Caribbean,154,150,6,0.038461538461538464
2005,Denmark,Israel,High income,Middle East & North Africa,153,114,36,0.24
2005,Denmark,Ireland,High income,Europe & Central Asia,136,129,0,0
2005,Denmark,Australia,High income,East Asia & Pacific,130,127,4,0.030534351145038167
2005,Denmark,Poland,High income,Europe & Central Asia,128,118,11,0.08527131782945736
2005,Denmark,Zambia,Lower middle income,Sub-Saharan Africa,115,115,5,0.041666666666666664
2005,Denmark,Mozambique,Low income,Sub-Saharan Africa,100,100,1,0.009900990099009901
2005,Denmark,Lithuania,High income,Europe & Central Asia,98,92,4,0.041666666666666664
2005,Denmark,Japan,High income,East Asia & Pacific,93,68,6,0.08108108108108109
2005,Denmark,Czechia,High income,Europe & Central Asia,89,81,5,0.05813953488372093
2005,Denmark,Latvia,High income,Europe & Central Asia,83,77,1,0.01282051282051282
2005,Denmark,Hungary,High income,Europe & Central Asia,70,63,6,0.08695652173913043
2005,Denmark,Chile,High income,Latin America & Caribbean,66,66,2,0.029411764705882353
2005,Denmark,Malaysia,Upper middle income,East Asia & Pacific,61,52,0,0
2005,Denmark,Slovenia,High income,Europe & Central Asia,34,34,0,0
2005,Denmark,Brazil,Upper middle income,Latin America & Caribbean,28,25,2,0.07407407407407407
2005,Denmark,Slovak Republic,High income,Europe & Central Asia,20,20,0,0
2005,Denmark,Bolivia,Lower middle income,Latin America & Caribbean,17,15,0,0
2005,Denmark,Spain,High income,Europe & Central Asia,17,2,0,0
2005,Denmark,"Korea, Rep.",High income,East Asia & Pacific,12,8,3,0.2727272727272727
2005,Denmark,France,High income,Europe & Central Asia,11,5,3,0.375
2005,Denmark,Italy,High income,Europe & Central Asia,7,3,1,0.25
2005,Denmark,Germany,High income,Europe & Central Asia,6,1,4,0.8
2005,Denmark,Peru,Upper middle income,Latin America & Caribbean,4,0,0,0
2005,Denmark,Greece,High income,Europe & Central Asia,3,3,1,0.25
2005,Denmark,Netherlands,High income,Europe & Central Asia,3,1,0,0
2005,Denmark,Norway,High income,Europe & Central Asia,3,3,0,0
2005,Denmark,Portugal,High income,Europe & Central Asia,2,2,0,0
2005,Denmark,Austria,High income,Europe & Central Asia,1,0,0,0
2005,Denmark,Belgium,High income,Europe & Central Asia,1,0,0,0
2005,Denmark,North Macedonia,Upper middle income,Europe & Central Asia,1,0,0,0
2005,Denmark,Sweden,High income,Europe & Central Asia,0,0,1,1
2005,Estonia,Russian Federation,Upper middle income,Europe & Central Asia,86046,84516,1529,0.01776977163112325
2005,Estonia,Ukraine,Lower middle income,Europe & Central Asia,6574,6404,153,0.023333841695897514
2005,Estonia,Belarus,Upper middle income,Europe & Central Asia,3475,3446,29,0.008345323741007195
2005,Estonia,Finland,High income,Europe & Central Asia,3017,2751,263,0.08725945587259455
2005,Estonia,Sweden,High income,Europe & Central Asia,667,573,94,0.1409295352323838
2005,Estonia,Germany,High income,Europe & Central Asia,624,592,32,0.05128205128205128
2005,Estonia,Türkiye,Upper middle income,Europe & Central Asia,605,545,60,0.09917355371900827
2005,Estonia,United Kingdom,High income,Europe & Central Asia,594,544,26,0.0456140350877193
2005,Estonia,Latvia,High income,Europe & Central Asia,557,544,12,0.02158273381294964
2005,Estonia,Czechia,High income,Europe & Central Asia,513,510,3,0.005847953216374269
2005,Estonia,Lithuania,High income,Europe & Central Asia,439,422,17,0.0387243735763098
2005,Estonia,Austria,High income,Europe & Central Asia,405,398,7,0.01728395061728395
2005,Estonia,China,Upper middle income,East Asia & Pacific,254,216,38,0.14960629921259844
2005,Estonia,United States,High income,North America,235,225,10,0.0425531914893617
2005,Estonia,Poland,High income,Europe & Central Asia,170,162,12,0.06896551724137931
2005,Estonia,Hungary,High income,Europe & Central Asia,139,136,3,0.02158273381294964
2005,Estonia,Norway,High income,Europe & Central Asia,137,117,19,0.13970588235294118
2005,Estonia,Denmark,High income,Europe & Central Asia,124,101,22,0.17886178861788618
2005,Estonia,Netherlands,High income,Europe & Central Asia,122,119,3,0.02459016393442623
2005,Estonia,France,High income,Europe & Central Asia,120,102,18,0.15
2005,Estonia,Belgium,High income,Europe & Central Asia,81,72,9,0.1111111111111111
2005,Estonia,India,Lower middle income,South Asia,73,30,43,0.589041095890411
2005,Estonia,Ireland,High income,Europe & Central Asia,66,56,9,0.13846153846153847
2005,Estonia,Italy,High income,Europe & Central Asia,65,55,10,0.15384615384615385
2005,Estonia,Spain,High income,Europe & Central Asia,53,39,9,0.1875
2005,Estonia,Japan,High income,East Asia & Pacific,47,44,3,0.06382978723404255
2005,Estonia,Greece,High income,Europe & Central Asia,39,35,4,0.10256410256410256
2005,Estonia,Canada,High income,North America,16,16,0,0
2005,Estonia,Portugal,High income,Europe & Central Asia,10,9,1,0.1
2005,Finland,Russian Federation,Upper middle income,Europe & Central Asia,373483,366933,6550,0.017537612153699096
2005,Finland,China,Upper middle income,East Asia & Pacific,15606,14370,1236,0.07920030757400999
2005,Finland,Ukraine,Lower middle income,Europe & Central Asia,10136,9438,698,0.06886345698500394
2005,Finland,Estonia,High income,Europe & Central Asia,4376,4205,171,0.039076782449725775
2005,Finland,Thailand,Upper middle income,East Asia & Pacific,3787,3312,475,0.12542909955109585
2005,Finland,India,Lower middle income,South Asia,2888,2781,107,0.037049861495844875
2005,Finland,Türkiye,Upper middle income,Europe & Central Asia,2832,2502,330,0.11652542372881355
2005,Finland,Lithuania,High income,Europe & Central Asia,2137,1909,228,0.10669162377164249
2005,Finland,United Kingdom,High income,Europe & Central Asia,1468,1260,208,0.14168937329700274
2005,Finland,Nigeria,Lower middle income,Sub-Saharan Africa,1386,677,709,0.5115440115440115
2005,Finland,Peru,Upper middle income,Latin America & Caribbean,1372,1120,252,0.1836734693877551
2005,Finland,United States,High income,North America,1246,1203,43,0.03451043338683788
2005,Finland,Latvia,High income,Europe & Central Asia,1230,1220,10,0.008130081300813009
2005,Finland,South Africa,Upper middle income,Sub-Saharan Africa,1213,1198,15,0.01236603462489695
2005,Finland,Serbia,Upper middle income,Europe & Central Asia,991,876,115,0.11604439959636731
2005,Finland,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,962,793,169,0.17567567567567569
2005,Finland,Indonesia,Upper middle income,East Asia & Pacific,850,823,27,0.03176470588235294
2005,Finland,Tunisia,Lower middle income,Middle East & North Africa,773,621,152,0.19663648124191463
2005,Finland,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,709,567,142,0.2002820874471086
2005,Finland,Philippines,Lower middle income,East Asia & Pacific,651,525,126,0.1935483870967742
2005,Finland,Vietnam,Lower middle income,East Asia & Pacific,627,455,172,0.2743221690590112
2005,Finland,Romania,High income,Europe & Central Asia,610,311,299,0.4901639344262295
2005,Finland,Namibia,Upper middle income,Sub-Saharan Africa,485,462,23,0.04742268041237113
2005,Finland,Pakistan,Lower middle income,South Asia,472,271,201,0.4258474576271186
2005,Finland,Morocco,Lower middle income,Middle East & North Africa,436,348,88,0.2018348623853211
2005,Finland,Kenya,Lower middle income,Sub-Saharan Africa,358,297,61,0.17039106145251395
2005,Finland,Tanzania,Lower middle income,Sub-Saharan Africa,344,279,65,0.18895348837209303
2005,Finland,United Arab Emirates,High income,Middle East & North Africa,343,293,50,0.1457725947521866
2005,Finland,Nepal,Lower middle income,South Asia,280,148,132,0.4714285714285714
2005,Finland,Syrian Arab Republic,Low income,Middle East & North Africa,279,226,53,0.18996415770609318
2005,Finland,Bulgaria,Upper middle income,Europe & Central Asia,258,135,123,0.47674418604651164
2005,Finland,Saudi Arabia,High income,Middle East & North Africa,234,220,14,0.05982905982905983
2005,Finland,"Venezuela, RB",nan,Latin America & Caribbean,217,157,60,0.2764976958525346
2005,Finland,Canada,High income,North America,207,201,6,0.028985507246376812
2005,Finland,Ethiopia,Low income,Sub-Saharan Africa,197,141,56,0.28426395939086296
2005,Finland,Switzerland,High income,Europe & Central Asia,163,160,3,0.018404907975460124
2005,Finland,Singapore,High income,East Asia & Pacific,161,150,11,0.06832298136645963
2005,Finland,Israel,High income,Middle East & North Africa,139,110,29,0.20863309352517986
2005,Finland,Mozambique,Low income,Sub-Saharan Africa,129,129,0,0
2005,Finland,Zambia,Lower middle income,Sub-Saharan Africa,118,114,4,0.03389830508474576
2005,Finland,Cyprus,High income,Europe & Central Asia,116,74,42,0.3620689655172414
2005,Finland,Japan,High income,East Asia & Pacific,116,113,3,0.02586206896551724
2005,Finland,Australia,High income,East Asia & Pacific,96,92,4,0.041666666666666664
2005,Finland,Croatia,High income,Europe & Central Asia,88,72,16,0.18181818181818182
2005,Finland,Chile,High income,Latin America & Caribbean,86,84,2,0.023255813953488372
2005,Finland,Ireland,High income,Europe & Central Asia,60,58,2,0.03333333333333333
2005,Finland,Poland,High income,Europe & Central Asia,59,54,5,0.0847457627118644
2005,Finland,Malaysia,Upper middle income,East Asia & Pacific,54,45,9,0.16666666666666666
2005,Finland,Hungary,High income,Europe & Central Asia,51,49,2,0.0392156862745098
2005,Finland,Czechia,High income,Europe & Central Asia,43,36,7,0.16279069767441862
2005,Finland,"Korea, Rep.",High income,East Asia & Pacific,22,7,15,0.6818181818181818
2005,Finland,Mexico,Upper middle income,Latin America & Caribbean,17,15,2,0.11764705882352941
2005,Finland,Slovak Republic,High income,Europe & Central Asia,9,8,1,0.1111111111111111
2005,Finland,Brazil,Upper middle income,Latin America & Caribbean,8,7,1,0.125
2005,Finland,Slovenia,High income,Europe & Central Asia,7,7,0,0
2005,Finland,Sweden,High income,Europe & Central Asia,6,6,0,0
2005,Finland,Argentina,Upper middle income,Latin America & Caribbean,5,4,1,0.2
2005,Finland,Nicaragua,Lower middle income,Latin America & Caribbean,4,3,1,0.25
2005,Finland,Portugal,High income,Europe & Central Asia,3,3,0,0
2005,Finland,Austria,High income,Europe & Central Asia,2,2,0,0
2005,Finland,Belgium,High income,Europe & Central Asia,2,2,0,0
2005,Finland,Norway,High income,Europe & Central Asia,2,2,0,0
2005,Finland,Spain,High income,Europe & Central Asia,2,2,0,0
2005,Finland,Germany,High income,Europe & Central Asia,1,1,0,0
2005,France,Russian Federation,Upper middle income,Europe & Central Asia,309482,300751,8463,0.027369394658715324
2005,France,Algeria,Lower middle income,Middle East & North Africa,243738,121308,120395,0.49811131843626266
2005,France,Morocco,Lower middle income,Middle East & North Africa,173990,136024,37315,0.21527180842164775
2005,France,China,Upper middle income,East Asia & Pacific,160432,146635,13154,0.08232106089906063
2005,France,Türkiye,Upper middle income,Europe & Central Asia,115569,110112,5376,0.046550290939318374
2005,France,United Kingdom,High income,Europe & Central Asia,82958,74615,7024,0.08603731059910091
2005,France,Tunisia,Lower middle income,Middle East & North Africa,75291,63227,10674,0.1444364758257669
2005,France,India,Lower middle income,South Asia,71589,66547,4701,0.0659807994610375
2005,France,Switzerland,High income,Europe & Central Asia,64541,59062,1337,0.022136128081590756
2005,France,"Taiwan, China",High income,East Asia & Pacific,61044,60917,61,0.0010003607858571945
2005,France,United States,High income,North America,53440,50556,1844,0.03519083969465649
2005,France,Ukraine,Lower middle income,Europe & Central Asia,41002,36316,4058,0.10051022935552584
2005,France,South Africa,Upper middle income,Sub-Saharan Africa,39576,36518,361,0.009788768675940238
2005,France,Saudi Arabia,High income,Middle East & North Africa,37978,34553,2279,0.06187554300608167
2005,France,Thailand,Upper middle income,East Asia & Pacific,32701,31710,808,0.024847776616028047
2005,France,Lebanon,Lower middle income,Middle East & North Africa,30747,26000,2754,0.09577797871600473
2005,France,Senegal,Lower middle income,Sub-Saharan Africa,29863,20896,8999,0.30102023749790935
2005,France,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,27372,22178,4176,0.15845791910146467
2005,France,United Arab Emirates,High income,Middle East & North Africa,26384,23754,1262,0.050447713463383434
2005,France,Nigeria,Lower middle income,Sub-Saharan Africa,24865,20905,3394,0.13967652989834972
2005,France,Cameroon,Lower middle income,Sub-Saharan Africa,23874,16769,6960,0.29331198112014834
2005,France,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,21743,18706,2716,0.12678554756792082
2005,France,Serbia,Upper middle income,Europe & Central Asia,21444,20327,1077,0.05031769762661185
2005,France,Mali,Low income,Sub-Saharan Africa,20568,13357,6445,0.32547217452782545
2005,France,Belarus,Upper middle income,Europe & Central Asia,19170,15873,3284,0.17142558855770737
2005,France,Madagascar,Low income,Sub-Saharan Africa,18660,15128,3493,0.1875839106385264
2005,France,Colombia,Upper middle income,Latin America & Caribbean,17901,16098,1730,0.09703836661431456
2005,France,Kuwait,High income,Middle East & North Africa,17394,16132,1154,0.06675922712021289
2005,France,Côte d’Ivoire,Lower middle income,Sub-Saharan Africa,16368,12352,3957,0.24262677049481882
2005,France,Gabon,Upper middle income,Sub-Saharan Africa,13266,11775,1386,0.10531114656940962
2005,France,Mauritius,Upper middle income,Sub-Saharan Africa,13087,11719,1363,0.10418896193242623
2005,France,Philippines,Lower middle income,East Asia & Pacific,11061,8844,2182,0.19789588245964085
2005,France,"Congo, Rep.",Lower middle income,Sub-Saharan Africa,11009,7373,3471,0.3200848395426042
2005,France,Libya,Upper middle income,Middle East & North Africa,10960,9405,1269,0.11888701517706576
2005,France,Guinea,Lower middle income,Sub-Saharan Africa,10778,7183,3434,0.3234435339549779
2005,France,Indonesia,Upper middle income,East Asia & Pacific,10555,9751,525,0.05108991825613079
2005,France,Burkina Faso,Low income,Sub-Saharan Africa,10512,9442,1053,0.10033349213911387
2005,France,North Macedonia,Upper middle income,Europe & Central Asia,9885,2157,1409,0.3951205832865956
2005,France,Qatar,High income,Middle East & North Africa,9876,7887,975,0.11002031144211238
2005,France,Vietnam,Lower middle income,East Asia & Pacific,9851,8655,1173,0.11935286935286936
2005,France,Syrian Arab Republic,Low income,Middle East & North Africa,9691,7321,1857,0.20233166267160602
2005,France,Togo,Low income,Sub-Saharan Africa,8436,6728,1485,0.18081090953366613
2005,France,Benin,Lower middle income,Sub-Saharan Africa,8263,6723,1531,0.18548582505451902
2005,France,Pakistan,Lower middle income,South Asia,7965,5520,2111,0.27663477919014545
